Valor (UF),Dormitorios,Banos,sup. construida,sup. Terreno,estacion metro
17.56,2,1,50,,"1,325"
16.39,2,1,58,,803
20.29,3,2,80,,"85,335"
21.46,3,2,79,,548
27.31,3,2,108,,806
15.22,2,2,57,,552
17.56,3,2,75,,459
33.17,3,2,,,460
18.34,3,2,93,170,"3,125"
15.61,2,2,,,733
16.39,3,3,92,177,"74,666"
37.85,2,2,87.5,109,"3,992"
30.05,2,2,87.5,109,"3,992"
16.39,,,,,"1,857"
18.73,1,1,40,,798
8.97,1,1,35,,459
30.43,3,2,119,416,"3,281"
18.34,1,1,48,48,"1,163"
13.66,1,1,,,"2,261"
33.56,4,2,160,280,"2,436"
27.31,4,2,125,214,"1,664"
58.53,4,4,165,,"1,576"
14.83,3,2,,,950
25.36,2,2,85,,977
35.12,3,2,120,230,"1,611"
16.39,3,2,85,,"3,009"
17.95,3,2,,,"2,437"
38.04,3,2,120,,844
15.61,1,1,35,,523
8.19,1,1,30,,383
13.66,1,1,50,,"1,167"
21.46,2,1,,,329
35.12,3,2,160,,431
17.56,1,2,95,,357
33.17,4,3,140,150,837
33.17,3,2,120,,886
23.41,4,3,,,"6,311"
27.31,3,3,100,132,320
23.02,3,2,120,140,"2,704"
14.83,1,1,48,50,635
33.56,3,2,168,,825
30,3,2,120,,"1,457,063"
105.35,5,4,340,900,"7,438"
15.22,2,2,74,,"88,315"
24.19,4,3,140,200,"2,203"
14.44,1,1,50,,416
12.49,1,1,38,,"1,911"
39.02,3,3,120,140,"1,947"
9.75,1,1,40,,360
33.17,2,2,,,677
42.92,4,3,150,400,"8,471"
48.77,3,2,137,,547
13.66,4,2,,,"3,130"
11.71,3,2,,,"3,997"
19.51,2,2,62,,"90,129"
29.26,5,5,234,170,"90,318"
11.71,1,1,50,,"1,311"
23.41,4,3,80,,"89,863"
20.28,3,2,,,"1,457,667"
23.41,4,2,200,,"1,456,613"
25.36,3,3,,,"1,457,667"
15.38,3,1,80,,"1,452,884"
37.06,3,1,,,"1,458,760"
11.7,2,1,,,"1,459,881"
33.16,5,4,150,,"1,453,764"
58.52,4,4,,,"1,456,537"
13.65,3,1,,,"1,455,856"
20.67,3,2,,,"1,458,610"
18.72,2,2,,,"1,459,618"
17.55,2,1,,,"1,456,958"
13.65,2,1,,,"1,457,667"
11.7,3,1,,,"1,457,111"
17.55,3,2,,,"1,458,452"
19.11,2,2,,,"1,452,770"
14.43,3,2,,,"1,455,701"
16.38,2,2,70,70,"1,452,797"
15.6,3,2,,,"1,458,025"
15.21,3,2,,,"1,459,327"
17.55,2,2,,,"1,458,659"
13.65,2,1,,,"1,452,871"
22.63,3,2,,130,"1,457,667"
10.92,1,1,,,"1,458,070"
17.55,3,2,,,"1,457,667"
16.77,3,2,,,"1,459,493"
19.5,2,2,,,"1,455,371"
15.6,3,1,,,"1,452,667"
31.21,4,4,139,175,"1,456,662"
18.33,2,2,74,,"1,456,958"
15.21,3,1,60,60,"1,452,029"
12.87,1,1,35,35,"1,459,033"
17.55,2,2,,75,"1,452,806"
19.5,3,2,,,"1,452,787"
13.65,1,1,40,40,"1,456,541"
15.6,3,1,69,70,"1,459,493"
21.45,3,3,140,140,"1,458,435"
23.41,3,2,115,115,"1,450,987"
21.45,3,3,120,120,"1,457,667"
13.65,2,1,50,50,"1,457,911"
18.72,2,2,,,"1,455,906"
23.41,3,2,,,"1,455,996"
10.53,2,1,64,64,"1,457,059"
11.7,1,1,,,"1,457,085"
23.41,3,2,115,115,"1,456,995"
25.36,3,3,140,140,"1,452,806"
21.45,4,3,120,120,"1,453,515"
30.04,3,3,,175,"1,456,662"
33.16,4,3,,165,"1,454,139"
26.53,4,3,,150,"1,452,871"
16.38,3,2,90,90,"1,453,964"
14.82,3,1,,,"1,452,667"
22.24,3,2,,,"1,454,130"
20.67,3,2,,,"1,453,515"
14.82,3,1,,,"1,453,964"
15.6,3,2,,,"1,458,452"
20.67,2,2,,,"1,452,806"
14.82,3,1,,,"1,452,667"
10.92,1,1,,,"1,458,077"
12.87,1,1,,42,"1,459,625"
23.41,3,2,,105,"1,455,371"
17.55,3,2,,85,"1,453,964"
13.26,1,1,,,"1,456,148"
17.55,3,2,,,"1,457,963"
9.75,1,1,,,"1,455,080"
17.55,3,2,,,"1,452,667"
14.43,3,2,,,"1,452,181"
15.99,3,2,,,"1,457,680"
13.65,3,1,,,"1,457,622"
16.77,2,1,,,"1,452,806"
14.82,3,1,,,"1,452,029"
21.45,3,3,,140,"1,458,374"
16.38,1,1,,,"1,457,462"
27.31,3,2,,,"1,456,995"
25.36,3,3,,,"1,458,435"
11.7,2,1,,,"1,452,991"
32.77,4,4,,180,"1,456,662"
17.16,1,1,,45,"1,455,154"
17.55,3,2,,,"1,456,541"
21.45,3,2,90,90,"1,455,906"
23.41,3,2,,,"1,456,239"
12.87,2,1,58,60,"1,455,941"
12.48,1,1,50,50,"1,457,791"
15.6,2,2,,65,"1,458,447"
12.48,2,1,,,"1,452,667"
17.55,3,2,,,"1,457,680"
16.77,3,2,,,"1,453,964"
25.36,3,2,,,"1,452,806"
14.43,3,1,,,"1,457,622"
11.7,3,1,,,"1,452,439"
9.75,1,1,,,"1,459,915"
27.31,3,2,,110,"1,457,462"
8.58,1,1,,,"1,454,524"
9.74,3,2,,,"76,719"
10.13,3,2,,,"81,546"
10.16,3,2,65,,"75,693"
8.59,2,2,50,,"73,941"
7.42,3,2,65,,"76,719"
17.58,3,2,63,63,"78,258"
12.89,3,1,60,,"82,475"
9.76,3,1,57,,"77,323"
19.14,4,2,99,400,"74,251"
27.34,5,2,130,400,"73,794"
11.72,2,2,,,"78,656"
10.16,3,2,,92,"80,801"
12.5,3,1,,,"79,593"
13.67,4,2,,,"76,621"
11.71,2,2,90,90,"78,722"
9.75,2,1,70,,"81,283"
11.32,3,2,,,"82,782"
14.83,3,2,102,,"77,617"
7.41,1,1,35,110,"79,540"
11.32,3,2,67,,"82,782"
13,3,2,85,85,"73,669"
10.93,3,1,,,"74,666"
10.93,3,1,57,,"74,666"
11.71,3,2,70,,"73,669"
10.53,3,2,,,"73,940"
11.71,3,2,65,65,"73,940"
9.17,3,2,64,143,"76,216"
9.36,2,2,60,60,"75,602"
10.14,3,2,62,62,"73,940"
11.71,3,2,76,,"76,993"
13.66,3,2,90,120,"78,359"
13.66,3,2,90,,"79,661"
13.66,5,2,130,150,"76,211"
17.56,4,2,120,500,"74,155"
10.53,3,1,57,,"74,666"
7.81,2,,,,"76,132"
7.81,3,2,,,"76,719"
9.76,3,,,,"76,719"
10.15,3,,,,"81,546"
10.34,3,2,,,"81,546"
12.88,2,2,73,148,"78,798"
14.05,3,2,75,125,"74,712"
10.93,3,2,62,62,"73,940"
14.05,3,2,75,150,"76,616"
11.32,3,1,57,57,"73,940"
9.95,3,1,57,59,"73,940"
16.78,3,3,95,230,"77,414"
13.66,3,2,90,200,"74,666"
15.61,3,2,120,190,"71,626"
10.14,3,1,60,120,"73,339"
16.39,3,3,97,177,"75,271"
15.41,4,3,97,242,"75,459"
10.93,3,1,60,60,"74,666"
12.89,3,1,,,"82,475"
16.39,3,2,90,630,"78,731"
9.75,3,1,,,"76,261"
10.14,3,2,62,,"73,940"
18.34,3,3,95,268,"74,547"
11.71,3,2,104,262,"70,866"
15.61,2,2,75,75,"78,656"
9,3,2,,,"76,908"
11,3,2,70,,"73,941"
10.93,2,1,50,50,"79,020"
12.49,3,1,120,160,"77,549"
12.49,3,1,70,320,"79,451"
39.02,9,9,250,713,"78,550"
9.75,3,1,75,120,"76,261"
15.61,3,2,101,200,"74,666"
8.97,3,1,,,"77,299"
10.73,3,2,70,70,"77,470"
11.12,3,2,67,,"73,313"
10.93,3,1,57,,"74,666"
17.56,3,,63,,"78,258"
10.92,1,,,,"77,859"
14.24,4,2,95,,"73,826"
10.92,3,1,,,"82,782"
9.94,3,,57,,"73,940"
11.7,2,2,,,"78,656"
10.53,2,2,60,,"73,941"
10.33,3,2,,,"81,546"
12.87,2,2,65,,"73,941"
15.61,3,2,120,,"77,842"
11.7,2,1,55,,"82,475"
11.7,2,2,63,,"78,656"
10.92,3,1,,,"82,782"
16.97,3,1,,,"73,368"
11.7,3,2,80,,"71,613"
9.75,3,2,,,"73,940"
3.9,2,1,,,"82,873"
7.8,1,1,,,"77,161"
11.7,3,2,70,,"76,868"
11.7,3,1,75,,"74,388"
12.48,3,2,80,,"74,574"
12.48,3,2,,,"81,546"
10.92,3,1,,,"74,666"
10.53,3,1,57,,"74,666"
9.75,3,2,62,,"73,940"
10.53,3,2,62,,"73,940"
9.75,3,2,62,,"75,975"
9.75,2,2,70,,"75,699"
10.92,3,1,,,"74,666"
10.14,3,2,60,,"82,782"
12.48,3,2,,,"75,699"
10.14,3,2,62,,"73,940"
12.87,3,2,70,,"73,669"
10.92,3,1,,,"76,671"
13.65,3,2,90,,"79,661"
10.14,3,1,80,,"75,360"
11.7,4,2,,,"71,276"
10.14,3,1,,,"74,666"
10.14,3,1,56,,"72,950"
11.31,3,2,81,,"75,602"
8.97,3,1,80,,"73,354"
10.92,3,1,56,,"74,666"
10.14,3,2,62,,"73,940"
12.88,2,1,56,56,"664,345"
9.76,3,1,,,"664,910"
13.66,3,1,63,160,"665,618"
9.76,3,1,56,90,"667,277"
9.76,3,1,,,"664,738"
20.29,4,2,,,"664,884"
11.51,3,1,,,"664,738"
11.32,3,1,52,,"665,333"
8.98,3,1,47,49,"664,750"
12.88,1,1,49,51,"667,287"
10.93,3,1,,,"662,787"
9.76,3,1,50,,"664,910"
12.88,1,1,49,51,"663,738"
23.41,4,2,,,"666,771"
7.8,3,1,44,44,"664,910"
10.54,3,1,,,"664,908"
9.76,3,1,,,"664,972"
3.9,3,1,,,"665,333"
8.98,3,1,,,"664,910"
8.59,3,1,,,"664,954"
12.88,1,1,,,"667,195"
10.54,3,1,,,"665,303"
8.98,3,1,,,"664,910"
12.88,3,1,,,"664,801"
14.44,3,1,,,"667,497"
12.88,3,1,,,"664,801"
15.22,2,2,,,"667,462"
10.73,3,1,,,"664,910"
9.76,2,1,,,"665,100"
9.37,3,1,,,"664,954"
13.27,2,2,,,"664,345"
8.98,3,1,45,45,"664,750"
15.61,3,3,,189,"667,277"
9.76,3,1,,,"665,975"
9.76,3,1,,,"665,935"
10.15,1,1,,,"667,251"
9.17,3,1,,,"664,910"
8.98,3,1,50,50,"665,439"
10.15,3,1,52,,"664,817"
9.76,2,1,,,"665,135"
9.76,3,1,,,"666,944"
8.98,3,1,,,"664,738"
16.78,3,3,,,"663,739"
15.61,3,2,,,"668,339"
9.76,3,2,,,"664,738"
9.76,3,1,75,80,"664,635"
10.53,3,1,,,"664,738"
7.8,3,1,50,55,"664,738"
39.02,5,3,,,"664,387"
17.56,3,1,,,"663,770"
18.73,4,2,,,"665,212"
9.75,3,1,,,"664,750"
13.66,3,1,50,53,"665,210"
13.66,3,2,,,"666,033"
10.93,3,1,,,"664,908"
16.39,2,2,,,"664,313"
13.66,2,2,70,70,"664,345"
10.53,3,1,45,,"664,750"
18.73,3,3,,,"664,470"
10.93,3,1,54,54,"664,908"
18.73,3,3,,,"664,476"
13.66,3,2,,,"664,345"
15.61,4,2,,,"665,493"
12.49,1,1,40,,"665,212"
10.53,3,1,,,"665,013"
12.1,3,1,,,"665,210"
9.75,3,1,,,"664,738"
8.58,2,1,49,,"664,738"
15.61,3,1,,,"665,013"
9.75,3,1,,,"664,910"
17.56,3,1,,,"665,333"
17.56,2,2,,,"667,814"
10.93,3,1,,,"664,908"
10.14,3,1,,,"664,908"
12.49,3,1,,,"665,333"
11.71,3,1,,,"664,738"
11.71,3,1,59,,"665,210"
9.36,3,1,,,"664,908"
8.58,2,1,60,60,"664,960"
14.44,3,2,70,,"666,713"
29.26,3,3,120,,"667,275"
8.97,3,1,,,"664,750"
12.49,3,1,59,,"665,210"
10.53,3,1,,,"664,738"
17.56,3,3,74,181,"668,881"
11.71,3,1,45,45,"664,750"
16.39,3,2,90,,"666,866"
11.71,3,1,,,"667,309"
7.8,3,1,,,"664,738"
8.19,3,1,,,"664,954"
8.58,3,1,,,"664,750"
10.14,3,1,,,"664,427"
10.53,2,1,,,"666,033"
11.71,2,2,,,"667,275"
15.22,3,2,,,"667,412"
18.73,2,2,,,"667,195"
19.51,3,2,,,"667,412"
8.19,2,1,,,"664,738"
8.97,3,1,,,"664,427"
8.97,3,1,,,"664,750"
9.75,3,1,,,"665,935"
9.75,3,1,,,"664,738"
10.53,1,1,,,"667,251"
12.49,1,1,,,"665,212"
14.05,3,1,,,"666,200"
14.83,2,2,,,"667,275"
15.02,2,2,,,"665,212"
15.22,2,2,,,"667,462"
15.61,2,1,,,"667,762"
40,4,3,,,"667,275"
8.58,2,1,,,"664,954"
11.71,2,2,,,"667,251"
13.66,2,2,,,"667,275"
16.58,2,2,,,"667,251"
11.71,2,2,,,"667,462"
9.36,3,1,,,"664,954"
9.75,3,1,,,"664,750"
8.78,3,1,,,"664,427"
9.36,3,1,,,"665,439"
10.93,3,1,,,"664,750"
10.93,3,1,,,"665,935"
11.12,3,1,,,"665,013"
17.56,2,1,,,"667,762"
29.26,3,3,,,"667,275"
8.58,3,1,,,"664,750"
8.58,3,1,,,"664,910"
8.97,3,1,,,"664,750"
8.97,3,1,,,"664,910"
8.97,3,1,,,"664,738"
9.75,3,1,,,"665,013"
8.97,3,1,,,"664,427"
15.22,2,2,,,"667,462"
11.71,3,1,55,85,"667,277"
15.61,2,1,,,"667,743"
15.61,4,2,,,"667,462"
9.75,3,1,,,"664,954"
8.97,3,1,45,45,"664,738"
11.71,3,1,,,"664,738"
8.97,3,1,45,,"665,600"
12.49,3,1,,,"665,210"
9.36,3,1,,,"664,910"
8.97,3,1,,,"664,954"
10.91,3,1,,,"664,908"
8.57,3,1,55,55,"664,738"
23.38,3,2,100,,"667,277"
19.48,3,2,120,500,"664,648"
10.91,3,1,55,,"665,013"
8.57,2,1,50,50,"664,960"
8.38,3,1,,,"664,750"
9.74,3,2,,,"668,330"
8.38,3,1,,,"664,750"
10.72,3,1,,,"664,910"
11.69,3,1,54,,"665,333"
19.48,4,3,,,"665,757"
13.64,3,1,,,"668,673"
9.35,3,1,52,,"664,738"
9.74,4,1,,,"656,492"
21.82,2,2,65,77,"665,310"
8.96,3,1,47,,"664,427"
10.91,3,1,,,"664,910"
11.32,2,1,,,"2,172,025"
10.15,2,1,,,"2,169,352"
10.54,1,1,,,"2,173,409"
30.8,4,3,191,571,"2,169,283"
10.54,2,1,,,"2,171,124"
12.49,2,1,,,"2,170,061"
17.56,3,2,,,"2,170,790"
11.7,3,,,,"2,173,610"
14.44,2,,,,"2,169,649"
5.85,1,1,,,"2,171,594"
17.56,3,2,84,190,"2,169,557"
10.93,2,,,,"2,170,023"
13.66,3,,,,"2,173,951"
9.76,4,1,,,"2,170,422"
12.88,2,1,,,"2,171,242"
46.82,5,5,280,500,"2,169,017"
5.07,1,1,,,"2,171,026"
12.49,3,1,,,"2,171,990"
8.58,1,1,,,"2,171,735"
29.26,,,,,"2,169,209"
17.56,4,1,,,"2,172,747"
9.75,1,1,44,,"2,172,096"
13.26,2,1,40,,"2,169,364"
7.8,1,1,,,"2,168,893"
9.75,2,,,,"2,171,982"
9.75,2,1,,,"2,168,992"
9.75,2,1,,,"2,170,379"
13.66,2,1,,,"2,173,014"
10.53,1,1,30,,"2,172,206"
13.66,2,1,,,"2,170,701"
14.05,3,2,,,"2,170,470"
14.82,3,1,120,,"2,171,965"
12.48,2,1,55,,"2,173,232"
33.16,3,3,,,"2,169,748"
8.97,2,1,50,,"2,174,343"
8.97,2,1,,,"2,168,652"
15.6,3,1,,,"2,174,197"
19.5,4,2,,,"2,172,235"
10.14,2,1,,,"2,168,607"
14.82,3,2,,,"2,173,721"
15.02,3,1,,,"2,168,033"
18.72,4,3,,,"2,170,132"
17.94,2,1,,,"2,170,418"
15.02,2,1,,,"2,171,541"
16.38,3,1,,,"2,170,761"
17.55,3,2,,,"2,169,983"
8.97,2,1,,,"2,169,345"
14.82,3,1,,,"2,170,491"
14.82,3,2,,,"2,172,240"
31.2,4,2,,,"2,171,542"
46.8,4,2,134,270,"2,171,419"
19.5,3,2,,,"2,168,988"
7.02,2,1,,,"2,170,606"
21.45,4,1,,,"2,171,872"
13.65,3,1,85,180,"2,173,765"
25.35,3,3,95,95,"2,172,318"
7.8,2,1,55,,"2,171,337"
9.75,2,1,70,,"2,173,697"
11.71,3,1,,,"1,335,121"
9.76,2,1,,,"1,335,857"
7.8,2,1,,,"1,335,628"
11.71,,1,,,"1,335,578"
10.54,2,1,,144,"1,335,237"
10.54,2,1,,,"1,335,422"
13.66,3,,,,"1,334,695"
10.93,2,1,,,"1,335,859"
4.68,1,1,,,"1,335,309"
13.66,3,2,,,"1,335,269"
14.82,2,1,,,"1,334,888"
9.75,2,1,,,"1,335,259"
9.36,3,1,,,"1,334,682"
7.02,2,1,,,"1,335,559"
7.8,4,1,,,"1,334,167"
8.57,2,1,,,"1,336,004"
13.65,3,2,80,,"1,332,650"
23.41,5,2,150,,"1,334,791"
13.66,2,1,,,"1,335,105"
14.83,3,2,96,120,"1,335,503"
10.92,3,1,50,200,"1,334,657"
11.71,3,1,,,"1,334,456"
11.72,3,2,,,"1,335,479"
11.72,2,1,,,"1,335,963"
13.67,6,1,,,"1,334,993"
10.94,2,1,,,"1,335,416"
8.2,2,1,,128,"725,958"
6.24,2,1,,,"729,655"
8.59,1,1,,,"729,344"
7.03,3,1,,,"730,926"
10.94,3,2,,,"726,306"
10.94,3,1,,,"732,351"
12.89,2,3,,,"730,712"
11.33,3,2,,,"731,480"
9.37,3,2,,,"726,236"
9.76,3,1,,,"732,331"
8.98,2,1,,,"727,759"
7.81,3,1,,,"727,551"
11.72,3,2,,,"732,262"
8.2,3,1,,,"725,939"
9.76,3,1,,,"730,346"
11.71,6,2,,,"728,341"
9.75,3,1,,,"726,047"
12.88,4,2,,,"730,484"
7.8,2,1,,,"726,105"
8.97,3,1,,,"729,589"
8.58,2,1,,,"730,417"
11.71,3,2,100,,"732,575"
9.75,3,1,,,"728,052"
13.66,3,2,,,"731,753"
11.72,4,2,90,,"731,379"
6.24,1,1,,,"729,113"
19.51,4,2,,,"729,323"
7.02,3,1,,,"728,324"
11.71,3,1,,,"730,683"
8.97,2,1,,,"731,816"
9.75,2,1,,,"732,500"
11.71,3,2,,,"726,293"
13.66,3,1,,,"731,551"
12.5,3,2,,,"729,644"
10.55,3,2,66,,"729,592"
12.5,3,2,80,,"730,454"
10.93,3,1,,,"727,559"
6.63,1,1,36,,"730,643"
10.53,2,1,44,,"730,075"
11.71,3,1,69,,"730,876"
7.8,2,1,50,,"729,049"
14.05,2,2,,,"728,865"
11.71,3,1,75,,"730,886"
14.05,2,1,,,"730,482"
27.31,3,2,120,,"729,371"
11.71,3,2,60,,"729,644"
19.12,4,3,,,"729,940"
8.58,3,1,,,"732,462"
17.56,3,3,,,"732,034"
13.66,3,2,82,,"730,512"
15.61,2,1,74,,"728,607"
14.83,2,2,,,"729,417"
15.61,3,2,140,,"728,769"
33.17,5,3,,,"728,611"
15.61,3,3,,,"730,046"
15.22,3,2,,,"730,828"
10.93,3,1,,,"731,203"
12.88,3,3,,,"730,791"
16.39,2,2,,,"728,865"
10.53,3,1,,,"730,075"
11.71,3,2,,,"728,884"
11.32,3,2,54,,"730,402"
6.44,2,1,,,"729,269"
10.93,3,2,65,,"729,602"
10.93,3,2,,,"729,644"
5.85,2,1,,,"729,524"
30.04,3,2,160,,"728,769"
10,3,1,,,"729,644"
22.63,3,2,120,,"728,810"
11.12,2,2,55,,"729,602"
13.66,2,1,,,"728,834"
8.19,2,1,,,"730,510"
11.32,3,1,52,,"729,602"
11.32,2,2,,,"728,880"
10.93,3,2,,,"730,886"
10.14,2,1,,,"729,644"
5.85,2,1,,,"732,273"
21.46,2,2,,,"728,810"
11.71,3,2,66,,"729,592"
50,3,3,,,"728,684"
23.4,4,4,130,416,"731,364"
28,6,3,200,,"728,887"
13.66,5,2,,,"729,524"
17.1,2,2,,,"728,944"
18.73,3,2,,,"64,835"
11.71,3,2,,,"65,828"
10.14,3,1,,,"65,999"
10.94,3,2,,,"61,067"
10.16,3,2,,,"64,039"
8.2,3,1,,,"60,857"
9.76,3,2,,,"63,572"
7.81,3,1,,,"64,168"
8.2,1,1,40,,"64,435"
7.81,3,1,,,"60,857"
11.33,2,2,,,"63,774"
8.98,3,1,50,,"64,168"
10.94,2,1,46,,"63,774"
7.8,3,1,,,"60,840"
9.36,3,1,,,"60,602"
7.22,2,1,43,,"63,943"
8.97,3,1,,,"60,857"
7.8,3,1,,,"60,857"
9.75,3,1,55,,"64,165"
9.75,3,1,,,"60,840"
7.41,2,1,45,,"63,943"
9.17,3,1,,,"64,168"
9.17,3,1,50,,"7,448"
8.39,3,1,,,"60,602"
15.22,3,2,,,"64,065"
10.93,2,2,60,,"63,774"
8.58,2,2,,,"64,023"
10.16,3,2,,,"65,702"
27.34,5,4,,,"67,069"
15.62,3,1,90,,"63,885"
9.76,3,1,,,"64,389"
11.33,3,2,70,,"63,419"
7.41,3,1,,,"59,815"
117.05,7,5,500,900,"63,568"
8.97,3,2,,,"59,886"
12.88,4,3,90,,"63,243"
7.22,2,1,49,,"63,922"
11.33,2,2,65,,"64,065"
11.72,2,2,,,"63,736"
8.98,3,1,,,"61,067"
8.98,3,1,48,,"60,602"
7.42,3,1,,,"64,168"
14.84,3,2,90,,"65,684"
11.72,3,2,,,"64,507"
15.23,3,2,63,63,"64,065"
10.14,2,2,60,60,"63,736"
11.32,2,2,,,"63,736"
8.97,2,1,65,,"64,039"
23.41,3,3,140,,"65,709"
9.36,3,1,,,"64,168"
9.36,3,1,,,"61,067"
13.66,3,2,,,"60,620"
21.07,2,1,54,,"64,023"
23.41,4,4,,,"65,684"
8.97,3,1,,,"60,857"
8.19,3,1,51,,"60,857"
19.51,2,2,93,,"65,147"
13.66,3,2,88,,"65,684"
13.27,3,2,70,,"64,065"
11.71,2,2,,,"64,366"
8.97,3,1,56,,"63,943"
7.8,3,1,48,,"60,602"
9.36,3,1,56,,"63,943"
15.22,3,2,70,,"64,065"
8.58,3,1,,,"60,857"
11.32,2,2,,,"63,477"
7.8,3,1,48,,"60,602"
9.36,3,1,56,56,"63,943"
10.93,2,2,60,,"63,736"
8.58,3,1,48,,"60,602"
7.8,3,1,48,,"60,602"
9.17,2,1,,,"64,023"
8.58,3,1,,,"60,857"
31.21,4,4,,,"66,610"
74.13,5,5,490,,"65,850"
10.16,3,2,,,"65,657"
13.67,3,1,,,"61,148"
58.59,3,2,,,"63,351"
9.76,3,2,,,"64,788"
27.34,4,2,,,"63,971"
10.94,3,2,,,"65,748"
8.97,3,1,,,"64,490"
66.33,8,8,276.8,581,"63,862"
50.72,6,6,287.9,411,"63,865"
7.41,3,2,,,"62,096"
8.19,3,1,56,,"65,805"
7.8,3,2,71,125,"65,860"
13.66,3,2,,,"63,306"
11.71,3,2,100,,"63,799"
9.75,3,1,,,"64,323"
11.32,3,1,80,,"60,084"
46.82,4,3,280,,"64,577"
10.14,3,1,,,"65,365"
14.83,3,2,,,"60,861"
9.56,3,1,,,"65,805"
10.53,3,1,,,"64,168"
9.75,3,2,,,"65,836"
9.75,3,2,,,"64,037"
9.75,3,2,,,"62,052"
6.63,2,1,,,"64,856"
12.89,2,2,65,,"63,736"
9.76,2,1,55,,"61,349"
8.59,1,1,,,"64,007"
10.16,2,2,60,,"63,736"
8.98,3,2,,,"60,635"
3.12,2,1,,,"62,274"
8.98,3,1,,,"60,857"
7.81,3,1,50,,"64,168"
7.42,3,1,48,,"60,857"
8.59,3,1,48,,"60,857"
8.98,3,1,50,,"64,168"
12.89,3,2,,,"64,065"
10.35,2,2,,,"64,023"
8.59,3,1,55,,"60,857"
10.74,3,2,,,"64,507"
10.74,2,1,,,"64,346"
8.98,2,1,,,"62,496"
4.3,2,1,,,"62,232"
9.75,3,1,50,,"60,868"
7.8,1,1,,,"60,635"
10.14,3,2,,,"61,037"
8.58,2,1,,,"63,943"
7.8,3,1,,,"63,527"
9.36,3,1,,,"60,602"
8.58,2,1,,,"61,037"
10.93,3,2,80,,"60,618"
9.36,3,1,,,"60,857"
12.49,3,2,,,"60,618"
9.36,3,1,50,,"64,165"
9.75,3,1,52,,"60,840"
8.97,3,1,,,"60,602"
7.8,3,2,,,"60,550"
7.8,3,1,,,"60,857"
9.36,3,1,50,,"60,840"
17.56,2,2,,,"65,147"
7.8,3,1,,,"7,448"
10.93,3,2,78,,"63,704"
8.58,3,1,,,"60,857"
9.75,3,1,,,"64,165"
9.36,3,1,46,,"64,165"
8.58,3,1,,,"60,857"
8.19,3,1,,,"60,550"
8.58,3,1,55,,"60,840"
10.14,3,2,,,"63,936"
5.85,3,1,,,"61,258"
9.75,3,2,60,,"61,037"
9.75,3,1,50,,"60,840"
8.19,2,1,,,"63,943"
15.87,3,2,76,,"64,065"
7.8,2,1,,,"61,349"
10.93,2,2,,,"63,736"
8.97,3,1,,,"60,857"
9.17,2,1,55,,"61,349"
13.66,3,2,65,,"64,023"
8.19,3,1,,,"60,857"
8.97,3,1,,,"60,857"
7.41,3,1,,,"60,840"
7.8,3,1,,,"60,602"
7.8,3,1,60,,"60,857"
9.36,3,1,,,"64,168"
8.19,3,1,49,,"60,840"
9.75,3,1,55,,"7,448"
11.32,2,2,,,"63,477"
9.75,3,1,,,"60,857"
8.58,3,1,43,,"60,857"
8.97,1,1,,,"63,736"
8.78,3,1,,,"60,857"
8.97,3,1,50,,"60,840"
13.66,3,2,55,,"64,023"
10.93,2,1,60,,"64,440"
15.61,3,2,75,,"60,695"
10.93,3,2,65,,"61,349"
8.19,3,1,,,"60,840"
10.93,2,2,65,,"63,736"
9.75,3,1,,,"64,168"
7.41,3,1,,,"60,618"
9.17,2,1,,,"64,023"
14.83,2,2,67,,"63,736"
13.66,2,2,,,"63,477"
10.93,2,2,60,,"63,736"
7.8,3,1,,,"60,550"
7.41,3,1,50,,"62,496"
11.32,2,1,,,"63,812"
8.58,2,1,47,,"64,165"
7.22,3,1,47,,"60,857"
9.75,3,1,,,"64,168"
8.78,3,1,,,"63,943"
9.75,3,1,48,,"60,550"
19.53,5,1,,,"63,836"
30.47,4,3,150,,"64,881"
9.76,3,1,50,,"63,336"
19.51,3,2,160,,"64,331"
10.16,3,1,,,"895,355"
11.33,3,2,,,"894,496"
12.64,3,2,67,67,"897,235"
13.67,3,1,49,51,"895,823"
6.64,4,1,,,"897,235"
11.72,2,1,,50,"896,925"
12.5,4,2,,,"897,369"
26.07,5,5,185,400,"899,509"
9.76,3,1,,,"895,823"
8.2,1,1,,,"896,372"
11.72,3,2,,,"898,799"
8.98,3,1,,,"895,823"
7.81,3,1,,,"898,891"
10.55,2,1,,,"897,220"
9.76,3,1,,,"895,823"
16.41,3,3,110,330,"894,577"
10.16,3,1,,,"895,199"
8.98,1,1,,,"896,372"
9.37,2,2,,,"896,372"
7.81,3,2,,,"897,235"
13.67,3,3,,190,"895,272"
4.3,2,1,,,"897,235"
14.84,2,2,,,"882,296"
13.67,3,2,110,220,"897,947"
8.98,2,1,,,"897,656"
9.76,2,1,,,"897,656"
13.67,3,2,,,"897,235"
17.58,2,2,90,90,"882,227"
12.11,2,2,,,"897,220"
17.58,4,1,,,"897,235"
14.06,3,3,,140,"897,235"
53.12,2,2,190,220,"882,026"
93.74,4,2,130,170,"881,755"
4.1,2,1,,,"896,874"
15.62,3,2,100,,"882,064"
5.86,5,4,,356,"882,895"
12.89,2,1,,,"897,235"
10.35,1,1,,,"896,925"
12.59,3,2,,,"897,235"
8.98,2,1,,,"896,326"
12.89,2,1,,,"881,453"
17.19,4,4,130,,"894,675"
13.28,3,2,,,"897,235"
